Unit,Category,Bucks,Antlerless,Total Harvest,Total Hunters,Percent Success,Total Rec. Days,Sex,Letter,Season,Weapon,Other,PLO,Either sex,gmu_area_sqmi,public_sqmi,percent_public,latitude,longitude,Acres,Acres Public,harvestunit,Hunters Density Per Sq. Mile,Hunters Density Per Public Sq. Mile,onx
96,All Season Choice Seasons,0,33,33,137,24,743,NA,NA,NA,X,NA,NA,NA,  430,   19,4%,40.34764275303399,-103.70098944057077,"  275,182","   11,966",96 All Season Choice Seasons,318.6,7327.2,https://webmap.onxmaps.com/hunt/map#9.45/40.347642753034/-103.700989440571
96,"All Damage, Auction/Raffle & Misc. Hunts",0,16,16,17,94,44,NA,NA,NA,NA,NA,NA,NA,  430,   19,4%,40.34764275303399,-103.70098944057077,"  275,182","   11,966","96 All Damage, Auction/Raffle & Misc. Hunts",39.5,909.2,https://webmap.onxmaps.com/hunt/map#9.45/40.347642753034/-103.700989440571
96,Season choice Archery,0,11,NA,NA,11,633,NA,NA,NA,NA,NA,NA,NA,  430,   19,4%,40.34764275303399,-103.70098944057077,"  275,182","   11,966",96 Season choice Archery,NA,NA,https://webmap.onxmaps.com/hunt/map#9.45/40.347642753034/-103.700989440571
96,Season choice Muzzleloader,0,0,NA,NA,0,9,NA,NA,NA,NA,NA,NA,NA,  430,   19,4%,40.34764275303399,-103.70098944057077,"  275,182","   11,966",96 Season choice Muzzleloader,NA,NA,https://webmap.onxmaps.com/hunt/map#9.45/40.347642753034/-103.700989440571
96,Season choice Rifle,0,45,NA,NA,45,767,NA,NA,NA,NA,NA,NA,NA,  430,   19,4%,40.34764275303399,-103.70098944057077,"  275,182","   11,966",96 Season choice Rifle,NA,NA,https://webmap.onxmaps.com/hunt/map#9.45/40.347642753034/-103.700989440571
96,Either Sex Muzzleloader,4,2,5,47,11,174,NA,NA,NA,NA,NA,NA,NA,  430,   19,4%,40.34764275303399,-103.70098944057077,"  275,182","   11,966",96 Either Sex Muzzleloader,109.3,2513.7,https://webmap.onxmaps.com/hunt/map#9.45/40.347642753034/-103.700989440571
96,Antlered Muzzleloader,4,NA,4,25,14,NA,NA,NA,NA,NA,NA,NA,NA,  430,   19,4%,40.34764275303399,-103.70098944057077,"  275,182","   11,966",96 Antlered Muzzleloader,58.1,1337.1,https://webmap.onxmaps.com/hunt/map#9.45/40.347642753034/-103.700989440571
96,Antlerless Muzzleloader,NA,2,2,22,8,NA,NA,NA,NA,NA,NA,NA,NA,  430,   19,4%,40.34764275303399,-103.70098944057077,"  275,182","   11,966",96 Antlerless Muzzleloader,51.2,1176.6,https://webmap.onxmaps.com/hunt/map#9.45/40.347642753034/-103.700989440571
97,All manners of take,22,16,37,79,47,250,NA,NA,NA,NA,NA,NA,NA,"1,023",    0,0%,40.34678278608354,-103.188892648476,"  654,600",       89,97 All manners of take,77.2,569958.7,https://webmap.onxmaps.com/hunt/map#9.45/40.3467827860835/-103.188892648476
97,All Rifle,22,16,37,75,50,240,NA,NA,NA,NA,NA,R,NA,"1,023",    0,0%,40.34678278608354,-103.188892648476,"  654,600",       89,97 All Rifle,73.3,541100.1,https://webmap.onxmaps.com/hunt/map#9.45/40.3467827860835/-103.188892648476
97,All Plains Rifle Seasons (Includes PLOs),22,16,37,75,50,240,NA,NA,NA,R,Plains,Included,Included,"1,023",    0,0%,40.34678278608354,-103.188892648476,"  654,600",       89,97 All Plains Rifle Seasons (Includes PLOs),73.3,541100.1,https://webmap.onxmaps.com/hunt/map#9.45/40.3467827860835/-103.188892648476
97,All Plains Rifle Seasons (Includes PLOs),22,93,14,NA,29,47,NA,NA,NA,R,Plains,Included,Not Included,"1,023",    0,0%,40.34678278608354,-103.188892648476,"  654,600",       89,97 All Plains Rifle Seasons (Includes PLOs),NA,NA,https://webmap.onxmaps.com/hunt/map#9.45/40.3467827860835/-103.188892648476
97,Early and Late Seasons (Includes PLOs),13,7,19,40,48,140,NA,NA,NA,NA,NA,NA,NA,"1,023",    0,0%,40.34678278608354,-103.188892648476,"  654,600",       89,97 Early and Late Seasons (Includes PLOs),39.1,288586.7,https://webmap.onxmaps.com/hunt/map#9.45/40.3467827860835/-103.188892648476
97,Either Sex Muzzleloader,0,0,0,4,0,10,NA,NA,NA,NA,NA,NA,NA,"1,023",    0,0%,40.34678278608354,-103.188892648476,"  654,600",       89,97 Either Sex Muzzleloader,3.9,28858.7,https://webmap.onxmaps.com/hunt/map#9.45/40.3467827860835/-103.188892648476
97,Antlered Muzzleloader,0,NA,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,"1,023",    0,0%,40.34678278608354,-103.188892648476,"  654,600",       89,97 Antlered Muzzleloader,3.9,28858.7,https://webmap.onxmaps.com/hunt/map#9.45/40.3467827860835/-103.188892648476
97,Antlerless Muzzleloader,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"1,023",    0,0%,40.34678278608354,-103.188892648476,"  654,600",       89,97 Antlerless Muzzleloader,0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.3467827860835/-103.188892648476
98,All manners of take,121,48,170,370,46,1779,NA,NA,NA,NA,NA,NA,NA,"3,089",    7,0%,40.37477382021328,-102.53445134468836,"1,977,182","    4,754",98 All manners of take,119.8,49811.9,https://webmap.onxmaps.com/hunt/map#9.45/40.3747738202133/-102.534451344688
98,All Rifle,108,46,154,321,48,1317,NA,NA,NA,NA,NA,R,NA,"3,089",    7,0%,40.37477382021328,-102.53445134468836,"1,977,182","    4,754",98 All Rifle,103.9,43215.2,https://webmap.onxmaps.com/hunt/map#9.45/40.3747738202133/-102.534451344688
98,All Plains Rifle Seasons (Includes PLOs),108,46,154,321,48,1317,NA,NA,NA,R,Plains,Included,Included,"3,089",    7,0%,40.37477382021328,-102.53445134468836,"1,977,182","    4,754",98 All Plains Rifle Seasons (Includes PLOs),103.9,43215.2,https://webmap.onxmaps.com/hunt/map#9.45/40.3747738202133/-102.534451344688
98,All Plains Rifle Seasons (Includes PLOs),108,250,42,NA,126,33,NA,NA,NA,R,Plains,Included,Not Included,"3,089",    7,0%,40.37477382021328,-102.53445134468836,"1,977,182","    4,754",98 All Plains Rifle Seasons (Includes PLOs),NA,NA,https://webmap.onxmaps.com/hunt/map#9.45/40.3747738202133/-102.534451344688
98,Early and Late Seasons (Includes PLOs),49,22,71,152,47,675,NA,NA,NA,NA,NA,NA,NA,"3,089",    7,0%,40.37477382021328,-102.53445134468836,"1,977,182","    4,754",98 Early and Late Seasons (Includes PLOs),49.2,20463.3,https://webmap.onxmaps.com/hunt/map#9.45/40.3747738202133/-102.534451344688
98,All Archery Seasons,9,0,9,36,25,425,NA,NA,NA,A,NA,NA,NA,"3,089",    7,0%,40.37477382021328,-102.53445134468836,"1,977,182","    4,754",98 All Archery Seasons,11.7,4846.6,https://webmap.onxmaps.com/hunt/map#9.45/40.3747738202133/-102.534451344688
98,Either Sex Muzzleloader,4,3,7,13,52,37,NA,NA,NA,NA,NA,NA,NA,"3,089",    7,0%,40.37477382021328,-102.53445134468836,"1,977,182","    4,754",98 Either Sex Muzzleloader,4.2,1750.1,https://webmap.onxmaps.com/hunt/map#9.45/40.3747738202133/-102.534451344688
98,Antlered Muzzleloader,4,NA,4,10,40,NA,NA,NA,NA,NA,NA,NA,NA,"3,089",    7,0%,40.37477382021328,-102.53445134468836,"1,977,182","    4,754",98 Antlered Muzzleloader,3.2,1346.3,https://webmap.onxmaps.com/hunt/map#9.45/40.3747738202133/-102.534451344688
98,Antlerless Muzzleloader,NA,3,3,3,100,NA,NA,NA,NA,NA,NA,NA,NA,"3,089",    7,0%,40.37477382021328,-102.53445134468836,"1,977,182","    4,754",98 Antlerless Muzzleloader,1,403.9,https://webmap.onxmaps.com/hunt/map#9.45/40.3747738202133/-102.534451344688
99,All manners of take,159,44,204,427,48,2206,NA,NA,NA,NA,NA,NA,NA,"2,818",    8,0%,39.99159590155056,-104.04173473502816,"1,803,504","    4,875",99 All manners of take,151.5,56052.9,https://webmap.onxmaps.com/hunt/map#9.45/39.9915959015506/-104.041734735028
99,All Rifle,132,41,174,351,49,1503,NA,NA,NA,NA,NA,R,NA,"2,818",    8,0%,39.99159590155056,-104.04173473502816,"1,803,504","    4,875",99 All Rifle,124.6,46076.2,https://webmap.onxmaps.com/hunt/map#9.45/39.9915959015506/-104.041734735028
99,All Plains Rifle Seasons (Includes PLOs),132,39,172,349,49,1498,NA,NA,NA,R,Plains,Included,Included,"2,818",    8,0%,39.99159590155056,-104.04173473502816,"1,803,504","    4,875",99 All Plains Rifle Seasons (Includes PLOs),123.8,45813.7,https://webmap.onxmaps.com/hunt/map#9.45/39.9915959015506/-104.041734735028
99,All Plains Rifle Seasons (Includes PLOs),132,266,35,NA,150,24,NA,NA,NA,R,Plains,Included,Not Included,"2,818",    8,0%,39.99159590155056,-104.04173473502816,"1,803,504","    4,875",99 All Plains Rifle Seasons (Includes PLOs),NA,NA,https://webmap.onxmaps.com/hunt/map#9.45/39.9915959015506/-104.041734735028
99,Early and Late Seasons (Includes PLOs),89,21,110,179,62,826,NA,NA,NA,NA,NA,NA,NA,"2,818",    8,0%,39.99159590155056,-104.04173473502816,"1,803,504","    4,875",99 Early and Late Seasons (Includes PLOs),63.5,23497.6,https://webmap.onxmaps.com/hunt/map#9.45/39.9915959015506/-104.041734735028
99,All Archery Seasons,18,0,18,43,41,531,NA,NA,NA,A,NA,NA,NA,"2,818",    8,0%,39.99159590155056,-104.04173473502816,"1,803,504","    4,875",99 All Archery Seasons,15.3,5644.7,https://webmap.onxmaps.com/hunt/map#9.45/39.9915959015506/-104.041734735028
99,"All Damage, Auction/Raffle & Misc. Hunts",0,2,2,2,100,5,NA,NA,NA,NA,NA,NA,NA,"2,818",    8,0%,39.99159590155056,-104.04173473502816,"1,803,504","    4,875","99 All Damage, Auction/Raffle & Misc. Hunts",0.7,262.5,https://webmap.onxmaps.com/hunt/map#9.45/39.9915959015506/-104.041734735028
99,Either Sex Muzzleloader,9,3,13,33,38,172,NA,NA,NA,NA,NA,NA,NA,"2,818",    8,0%,39.99159590155056,-104.04173473502816,"1,803,504","    4,875",99 Either Sex Muzzleloader,11.7,4332,https://webmap.onxmaps.com/hunt/map#9.45/39.9915959015506/-104.041734735028
99,Antlered Muzzleloader,9,NA,9,25,38,NA,NA,NA,NA,NA,NA,NA,NA,"2,818",    8,0%,39.99159590155056,-104.04173473502816,"1,803,504","    4,875",99 Antlered Muzzleloader,8.9,3281.8,https://webmap.onxmaps.com/hunt/map#9.45/39.9915959015506/-104.041734735028
99,Antlerless Muzzleloader,NA,3,3,8,40,NA,NA,NA,NA,NA,NA,NA,NA,"2,818",    8,0%,39.99159590155056,-104.04173473502816,"1,803,504","    4,875",99 Antlerless Muzzleloader,2.8,1050.2,https://webmap.onxmaps.com/hunt/map#9.45/39.9915959015506/-104.041734735028
100,All manners of take,50,51,101,169,60,539,NA,NA,NA,NA,NA,NA,NA,"1,806",    0,0%,39.9648867835581,-103.29267847395892,"1,155,868",       85,100 All manners of take,93.6,1273672,https://webmap.onxmaps.com/hunt/map#9.45/39.9648867835581/-103.292678473959
100,All Rifle,45,51,97,155,63,452,NA,NA,NA,NA,NA,R,NA,"1,806",    0,0%,39.9648867835581,-103.29267847395892,"1,155,868",       85,100 All Rifle,85.8,1168160.7,https://webmap.onxmaps.com/hunt/map#9.45/39.9648867835581/-103.292678473959
100,All Plains Rifle Seasons (Includes PLOs),45,51,97,155,63,452,NA,NA,NA,R,Plains,Included,Included,"1,806",    0,0%,39.9648867835581,-103.29267847395892,"1,155,868",       85,100 All Plains Rifle Seasons (Includes PLOs),85.8,1168160.7,https://webmap.onxmaps.com/hunt/map#9.45/39.9648867835581/-103.292678473959
100,All Plains Rifle Seasons (Includes PLOs),45,136,40,NA,75,53,NA,NA,NA,R,Plains,Included,Not Included,"1,806",    0,0%,39.9648867835581,-103.29267847395892,"1,155,868",       85,100 All Plains Rifle Seasons (Includes PLOs),NA,NA,https://webmap.onxmaps.com/hunt/map#9.45/39.9648867835581/-103.292678473959
100,Early and Late Seasons (Includes PLOs),22,23,45,77,59,221,NA,NA,NA,NA,NA,NA,NA,"1,806",    0,0%,39.9648867835581,-103.29267847395892,"1,155,868",       85,100 Early and Late Seasons (Includes PLOs),42.6,580312.1,https://webmap.onxmaps.com/hunt/map#9.45/39.9648867835581/-103.292678473959
100,All Archery Seasons,0,0,0,6,0,40,NA,NA,NA,A,NA,NA,NA,"1,806",    0,0%,39.9648867835581,-103.29267847395892,"1,155,868",       85,100 All Archery Seasons,3.3,45219.1,https://webmap.onxmaps.com/hunt/map#9.45/39.9648867835581/-103.292678473959
100,Either Sex Muzzleloader,4,0,4,9,48,48,NA,NA,NA,NA,NA,NA,NA,"1,806",    0,0%,39.9648867835581,-103.29267847395892,"1,155,868",       85,100 Either Sex Muzzleloader,5,67828.7,https://webmap.onxmaps.com/hunt/map#9.45/39.9648867835581/-103.292678473959
100,Antlered Muzzleloader,4,NA,4,6,67,NA,NA,NA,NA,NA,NA,NA,NA,"1,806",    0,0%,39.9648867835581,-103.29267847395892,"1,155,868",       85,100 Antlered Muzzleloader,3.3,45219.1,https://webmap.onxmaps.com/hunt/map#9.45/39.9648867835581/-103.292678473959
100,Antlerless Muzzleloader,NA,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,"1,806",    0,0%,39.9648867835581,-103.29267847395892,"1,155,868",       85,100 Antlerless Muzzleloader,1.7,22609.6,https://webmap.onxmaps.com/hunt/map#9.45/39.9648867835581/-103.292678473959
101,All manners of take,101,55,156,377,41,1909,NA,NA,NA,NA,NA,NA,NA,"1,167",    1,0%,39.96099801957773,-102.70577346133898,"  746,795",      730,101 All manners of take,323.1,330624.9,https://webmap.onxmaps.com/hunt/map#9.45/39.9609980195777/-102.705773461339
101,All Rifle,83,55,137,330,42,1449,NA,NA,NA,NA,NA,R,NA,"1,167",    1,0%,39.96099801957773,-102.70577346133898,"  746,795",      730,101 All Rifle,282.8,289406.4,https://webmap.onxmaps.com/hunt/map#9.45/39.9609980195777/-102.705773461339
101,All Plains Rifle Seasons (Includes PLOs),46,17,63,104,60,352,NA,NA,NA,R,Plains,Included,Included,"1,167",    1,0%,39.96099801957773,-102.70577346133898,"  746,795",      730,101 All Plains Rifle Seasons (Includes PLOs),89.1,91206.9,https://webmap.onxmaps.com/hunt/map#9.45/39.9609980195777/-102.705773461339
101,All Plains Rifle Seasons (Includes PLOs),46,137,17,NA,43,38,NA,NA,NA,R,Plains,Included,Not Included,"1,167",    1,0%,39.96099801957773,-102.70577346133898,"  746,795",      730,101 All Plains Rifle Seasons (Includes PLOs),NA,NA,https://webmap.onxmaps.com/hunt/map#9.45/39.9609980195777/-102.705773461339
101,Early and Late Seasons (Includes PLOs),28,4,31,59,53,223,NA,NA,NA,NA,NA,NA,NA,"1,167",    1,0%,39.96099801957773,-102.70577346133898,"  746,795",      730,101 Early and Late Seasons (Includes PLOs),50.6,51742.4,https://webmap.onxmaps.com/hunt/map#9.45/39.9609980195777/-102.705773461339
101,All Archery Seasons,6,0,6,29,20,390,NA,NA,NA,A,NA,NA,NA,"1,167",    1,0%,39.96099801957773,-102.70577346133898,"  746,795",      730,101 All Archery Seasons,24.9,25432.7,https://webmap.onxmaps.com/hunt/map#9.45/39.9609980195777/-102.705773461339
101,"All Damage, Auction/Raffle & Misc. Hunts",0,1,1,1,100,5,NA,NA,NA,NA,NA,NA,NA,"1,167",    1,0%,39.96099801957773,-102.70577346133898,"  746,795",      730,"101 All Damage, Auction/Raffle & Misc. Hunts",0.9,877,https://webmap.onxmaps.com/hunt/map#9.45/39.9609980195777/-102.705773461339
101,Either Sex Muzzleloader,13,0,13,19,70,70,NA,NA,NA,NA,NA,NA,NA,"1,167",    1,0%,39.96099801957773,-102.70577346133898,"  746,795",      730,101 Either Sex Muzzleloader,16.3,16662.8,https://webmap.onxmaps.com/hunt/map#9.45/39.9609980195777/-102.705773461339
101,Antlered Muzzleloader,13,NA,13,19,70,NA,NA,NA,NA,NA,NA,NA,NA,"1,167",    1,0%,39.96099801957773,-102.70577346133898,"  746,795",      730,101 Antlered Muzzleloader,16.3,16662.8,https://webmap.onxmaps.com/hunt/map#9.45/39.9609980195777/-102.705773461339
101,Antlerless Muzzleloader,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"1,167",    1,0%,39.96099801957773,-102.70577346133898,"  746,795",      730,101 Antlerless Muzzleloader,0,0,https://webmap.onxmaps.com/hunt/map#9.45/39.9609980195777/-102.705773461339
102,All manners of take,57,45,103,261,39,1155,NA,NA,NA,NA,NA,NA,NA,"1,254",   18,1%,39.83585694795638,-102.39486222077728,"  802,632","   11,592",102 All manners of take,208.1,14410.5,https://webmap.onxmaps.com/hunt/map#9.45/39.8358569479564/-102.394862220777
102,All Rifle,42,42,84,179,47,752,NA,NA,NA,NA,NA,R,NA,"1,254",   18,1%,39.83585694795638,-102.39486222077728,"  802,632","   11,592",102 All Rifle,142.7,9883,https://webmap.onxmaps.com/hunt/map#9.45/39.8358569479564/-102.394862220777
102,All Plains Rifle Seasons (Includes PLOs),42,32,74,167,44,725,NA,NA,NA,R,Plains,Included,Included,"1,254",   18,1%,39.83585694795638,-102.39486222077728,"  802,632","   11,592",102 All Plains Rifle Seasons (Includes PLOs),133.2,9220.5,https://webmap.onxmaps.com/hunt/map#9.45/39.8358569479564/-102.394862220777
102,All Plains Rifle Seasons (Includes PLOs),42,145,29,NA,62,48,NA,NA,NA,R,Plains,Included,Not Included,"1,254",   18,1%,39.83585694795638,-102.39486222077728,"  802,632","   11,592",102 All Plains Rifle Seasons (Includes PLOs),NA,NA,https://webmap.onxmaps.com/hunt/map#9.45/39.8358569479564/-102.394862220777
102,Early and Late Seasons (Includes PLOs),37,25,62,143,43,621,NA,NA,NA,NA,NA,NA,NA,"1,254",   18,1%,39.83585694795638,-102.39486222077728,"  802,632","   11,592",102 Early and Late Seasons (Includes PLOs),114,7895.4,https://webmap.onxmaps.com/hunt/map#9.45/39.8358569479564/-102.394862220777
102,All Archery Seasons,12,0,12,57,21,308,NA,NA,NA,A,NA,NA,NA,"1,254",   18,1%,39.83585694795638,-102.39486222077728,"  802,632","   11,592",102 All Archery Seasons,45.5,3147.1,https://webmap.onxmaps.com/hunt/map#9.45/39.8358569479564/-102.394862220777
102,"All Damage, Auction/Raffle & Misc. Hunts",0,10,10,12,83,27,NA,NA,NA,NA,NA,NA,NA,"1,254",   18,1%,39.83585694795638,-102.39486222077728,"  802,632","   11,592","102 All Damage, Auction/Raffle & Misc. Hunts",9.6,662.6,https://webmap.onxmaps.com/hunt/map#9.45/39.8358569479564/-102.394862220777
102,Either Sex Muzzleloader,4,3,6,25,25,95,NA,NA,NA,NA,NA,NA,NA,"1,254",   18,1%,39.83585694795638,-102.39486222077728,"  802,632","   11,592",102 Either Sex Muzzleloader,19.9,1380.3,https://webmap.onxmaps.com/hunt/map#9.45/39.8358569479564/-102.394862220777
102,Antlered Muzzleloader,4,NA,4,22,16,NA,NA,NA,NA,NA,NA,NA,NA,"1,254",   18,1%,39.83585694795638,-102.39486222077728,"  802,632","   11,592",102 Antlered Muzzleloader,17.5,1214.7,https://webmap.onxmaps.com/hunt/map#9.45/39.8358569479564/-102.394862220777
102,Antlerless Muzzleloader,NA,3,3,3,100,NA,NA,NA,NA,NA,NA,NA,NA,"1,254",   18,1%,39.83585694795638,-102.39486222077728,"  802,632","   11,592",102 Antlerless Muzzleloader,2.4,165.6,https://webmap.onxmaps.com/hunt/map#9.45/39.8358569479564/-102.394862220777
103,All manners of take,45,77,123,385,32,1541,NA,NA,NA,NA,NA,NA,NA,  217,   17,8%,39.660040109294854,-102.15141030612736,"  139,159","   10,724",103 All manners of take,1770.6,22975.6,https://webmap.onxmaps.com/hunt/map#9.45/39.6600401092949/-102.151410306127
103,All Rifle,30,62,91,281,33,912,NA,NA,NA,NA,NA,R,NA,  217,   17,8%,39.660040109294854,-102.15141030612736,"  139,159","   10,724",103 All Rifle,1292.3,16769.2,https://webmap.onxmaps.com/hunt/map#9.45/39.6600401092949/-102.151410306127
103,All Plains Rifle Seasons (Includes PLOs),28,47,75,203,37,685,NA,NA,NA,R,Plains,Included,Included,  217,   17,8%,39.660040109294854,-102.15141030612736,"  139,159","   10,724",103 All Plains Rifle Seasons (Includes PLOs),933.6,12114.4,https://webmap.onxmaps.com/hunt/map#9.45/39.6600401092949/-102.151410306127
103,All Plains Rifle Seasons (Includes PLOs),28,118,40,NA,117,34,NA,NA,NA,R,Plains,Included,Not Included,  217,   17,8%,39.660040109294854,-102.15141030612736,"  139,159","   10,724",103 All Plains Rifle Seasons (Includes PLOs),NA,NA,https://webmap.onxmaps.com/hunt/map#9.45/39.6600401092949/-102.151410306127
103,Early and Late Seasons (Includes PLOs),12,36,47,161,29,519,NA,NA,NA,NA,NA,NA,NA,  217,   17,8%,39.660040109294854,-102.15141030612736,"  139,159","   10,724",103 Early and Late Seasons (Includes PLOs),740.4,9608,https://webmap.onxmaps.com/hunt/map#9.45/39.6600401092949/-102.151410306127
103,All Archery Seasons,12,6,18,63,28,487,NA,NA,NA,A,NA,NA,NA,  217,   17,8%,39.660040109294854,-102.15141030612736,"  139,159","   10,724",103 All Archery Seasons,289.7,3759.6,https://webmap.onxmaps.com/hunt/map#9.45/39.6600401092949/-102.151410306127
103,All Whitetail Only Seasons,0,18,18,92,19,297,NA,NA,NA,NA,white tailed deer only,NA,NA,  217,   17,8%,39.660040109294854,-102.15141030612736,"  139,159","   10,724",103 All Whitetail Only Seasons,423.1,5490.3,https://webmap.onxmaps.com/hunt/map#9.45/39.6600401092949/-102.151410306127
103,All Whitetail Only Archery Seasons,0,4,4,18,22,78,NA,NA,NA,A,white tailed deer only,NA,NA,  217,   17,8%,39.660040109294854,-102.15141030612736,"  139,159","   10,724",103 All Whitetail Only Archery Seasons,82.8,1074.2,https://webmap.onxmaps.com/hunt/map#9.45/39.6600401092949/-102.151410306127
103,All Whitetail Only Rifle Seasons,0,14,14,74,19,219,NA,NA,NA,R,white tailed deer only,NA,NA,  217,   17,8%,39.660040109294854,-102.15141030612736,"  139,159","   10,724",103 All Whitetail Only Rifle Seasons,340.3,4416.1,https://webmap.onxmaps.com/hunt/map#9.45/39.6600401092949/-102.151410306127
103,"All Damage, Auction/Raffle & Misc. Hunts",2,1,3,4,75,7,NA,NA,NA,NA,NA,NA,NA,  217,   17,8%,39.660040109294854,-102.15141030612736,"  139,159","   10,724","103 All Damage, Auction/Raffle & Misc. Hunts",18.4,238.7,https://webmap.onxmaps.com/hunt/map#9.45/39.6600401092949/-102.151410306127
103,Either Sex Muzzleloader,4,10,13,41,33,143,NA,NA,NA,NA,NA,NA,NA,  217,   17,8%,39.660040109294854,-102.15141030612736,"  139,159","   10,724",103 Either Sex Muzzleloader,188.6,2446.8,https://webmap.onxmaps.com/hunt/map#9.45/39.6600401092949/-102.151410306127
103,Antlered Muzzleloader,4,NA,4,20,18,NA,NA,NA,NA,NA,NA,NA,NA,  217,   17,8%,39.660040109294854,-102.15141030612736,"  139,159","   10,724",103 Antlered Muzzleloader,92,1193.5,https://webmap.onxmaps.com/hunt/map#9.45/39.6600401092949/-102.151410306127
103,Antlerless Muzzleloader,NA,5,5,20,26,NA,NA,NA,NA,NA,NA,NA,NA,  217,   17,8%,39.660040109294854,-102.15141030612736,"  139,159","   10,724",103 Antlerless Muzzleloader,92,1193.5,https://webmap.onxmaps.com/hunt/map#9.45/39.6600401092949/-102.151410306127
104,All manners of take,250,261,512,1015,50,8152,NA,NA,NA,NA,NA,NA,NA,"2,453",   99,4%,39.59828573826437,-104.68733151085756,"1,569,733","   63,621",104 All manners of take,413.8,10210.5,https://webmap.onxmaps.com/hunt/map#9.45/39.5982857382644/-104.687331510858
104,All Rifle,88,249,337,629,54,5009,NA,NA,NA,NA,NA,R,NA,"2,453",   99,4%,39.59828573826437,-104.68733151085756,"1,569,733","   63,621",104 All Rifle,256.5,6327.5,https://webmap.onxmaps.com/hunt/map#9.45/39.5982857382644/-104.687331510858
104,All Plains Rifle Seasons (Includes PLOs),73,42,115,274,42,1104,NA,NA,NA,R,Plains,Included,Included,"2,453",   99,4%,39.59828573826437,-104.68733151085756,"1,569,733","   63,621",104 All Plains Rifle Seasons (Includes PLOs),111.7,2756.3,https://webmap.onxmaps.com/hunt/map#9.45/39.5982857382644/-104.687331510858
104,All Plains Rifle Seasons (Includes PLOs),73,220,36,NA,94,38,NA,NA,NA,R,Plains,Included,Not Included,"2,453",   99,4%,39.59828573826437,-104.68733151085756,"1,569,733","   63,621",104 All Plains Rifle Seasons (Includes PLOs),NA,NA,https://webmap.onxmaps.com/hunt/map#9.45/39.5982857382644/-104.687331510858
104,All Ranching For Wildlife Seasons,10,10,20,23,87,58,NA,W,NA,NA,NA,NA,NA,"2,453",   99,4%,39.59828573826437,-104.68733151085756,"1,569,733","   63,621",104 All Ranching For Wildlife Seasons,9.4,231.4,https://webmap.onxmaps.com/hunt/map#9.45/39.5982857382644/-104.687331510858
104,Early and Late Seasons (Includes PLOs),23,27,50,142,35,621,NA,NA,NA,NA,NA,NA,NA,"2,453",   99,4%,39.59828573826437,-104.68733151085756,"1,569,733","   63,621",104 Early and Late Seasons (Includes PLOs),57.9,1428.5,https://webmap.onxmaps.com/hunt/map#9.45/39.5982857382644/-104.687331510858
104,All Archery Seasons,152,11,163,341,48,2984,NA,NA,NA,A,NA,NA,NA,"2,453",   99,4%,39.59828573826437,-104.68733151085756,"1,569,733","   63,621",104 All Archery Seasons,139,3430.3,https://webmap.onxmaps.com/hunt/map#9.45/39.5982857382644/-104.687331510858
104,All Whitetail Only Seasons,10,7,17,53,32,224,NA,NA,NA,NA,white tailed deer only,NA,NA,"2,453",   99,4%,39.59828573826437,-104.68733151085756,"1,569,733","   63,621",104 All Whitetail Only Seasons,21.6,533.2,https://webmap.onxmaps.com/hunt/map#9.45/39.5982857382644/-104.687331510858
104,All Whitetail Only Archery Seasons,6,0,6,13,50,61,NA,NA,NA,A,white tailed deer only,NA,NA,"2,453",   99,4%,39.59828573826437,-104.68733151085756,"1,569,733","   63,621",104 All Whitetail Only Archery Seasons,5.3,130.8,https://webmap.onxmaps.com/hunt/map#9.45/39.5982857382644/-104.687331510858
104,All Whitetail Only Muzzleloader Seasons,0,2,2,8,25,30,NA,NA,NA,M,white tailed deer only,NA,NA,"2,453",   99,4%,39.59828573826437,-104.68733151085756,"1,569,733","   63,621",104 All Whitetail Only Muzzleloader Seasons,3.3,80.5,https://webmap.onxmaps.com/hunt/map#9.45/39.5982857382644/-104.687331510858
104,All Whitetail Only Rifle Seasons,4,5,9,32,27,133,NA,NA,NA,R,white tailed deer only,NA,NA,"2,453",   99,4%,39.59828573826437,-104.68733151085756,"1,569,733","   63,621",104 All Whitetail Only Rifle Seasons,13,321.9,https://webmap.onxmaps.com/hunt/map#9.45/39.5982857382644/-104.687331510858
104,"All Damage, Auction/Raffle & Misc. Hunts",0,189,190,295,64,3708,NA,NA,NA,NA,NA,NA,NA,"2,453",   99,4%,39.59828573826437,-104.68733151085756,"1,569,733","   63,621","104 All Damage, Auction/Raffle & Misc. Hunts",120.3,2967.6,https://webmap.onxmaps.com/hunt/map#9.45/39.5982857382644/-104.687331510858
104,"All Damage, Auction/Raffle & Misc. Hunts",1,3,4,6,67,6,NA,NA,NA,NA,NA,NA,NA,"2,453",   99,4%,39.59828573826437,-104.68733151085756,"1,569,733","   63,621","104 All Damage, Auction/Raffle & Misc. Hunts",2.4,60.4,https://webmap.onxmaps.com/hunt/map#9.45/39.5982857382644/-104.687331510858
