Unit,Category,Bucks,Antlerless,Total Harvest,Total Hunters,Percent Success,Total Rec. Days,Sex,Letter,Season,Weapon,Other,PLO,Either sex,gmu_area_sqmi,public_sqmi,percent_public,latitude,longitude,Acres,Acres Public,harvestunit,Hunters Density Per Sq. Mile,Hunters Density Per Public Sq. Mile,onx
56,2nd season rifle Antlerless (Does not include PLO),NA,0,0,0,0,NA,FALSE,O,2,R,NA,NA,NA,  396,  278,70%,38.62932468007888,-106.20640250190934,"  253,680","  178,123",56 2nd season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/38.6293246800789/-106.206402501909
56,3rd season rifle Antlerless (Does not include PLO),NA,0,0,0,0,NA,FALSE,O,3,R,NA,NA,NA,  396,  278,70%,38.62932468007888,-106.20640250190934,"  253,680","  178,123",56 3rd season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/38.6293246800789/-106.206402501909
56,Either Sex Muzzleloader,13,0,13,30,43,136,NA,NA,NA,NA,NA,NA,NA,  396,  278,70%,38.62932468007888,-106.20640250190934,"  253,680","  178,123",56 Either Sex Muzzleloader,75.7,107.8,https://webmap.onxmaps.com/hunt/map#9.45/38.6293246800789/-106.206402501909
56,Antlered Muzzleloader,13,NA,13,30,43,NA,NA,NA,NA,NA,NA,NA,NA,  396,  278,70%,38.62932468007888,-106.20640250190934,"  253,680","  178,123",56 Antlered Muzzleloader,75.7,107.8,https://webmap.onxmaps.com/hunt/map#9.45/38.6293246800789/-106.206402501909
56,Antlerless Muzzleloader,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,  396,  278,70%,38.62932468007888,-106.20640250190934,"  253,680","  178,123",56 Antlerless Muzzleloader,0,0,https://webmap.onxmaps.com/hunt/map#9.45/38.6293246800789/-106.206402501909
57,All manners of take,113,36,148,303,49,1175,NA,NA,NA,NA,NA,NA,NA,  444,  330,74%,38.67754180525702,-105.94897257006104,"  284,135","  211,266",57 All manners of take,682.5,917.9,https://webmap.onxmaps.com/hunt/map#9.45/38.677541805257/-105.948972570061
57,All Rifle,113,36,148,251,59,739,NA,NA,NA,NA,NA,R,NA,  444,  330,74%,38.67754180525702,-105.94897257006104,"  284,135","  211,266",57 All Rifle,565.4,760.4,https://webmap.onxmaps.com/hunt/map#9.45/38.677541805257/-105.948972570061
57,Early and Late Seasons (Includes PLOs),0,2,2,2,100,17,NA,NA,NA,NA,NA,NA,NA,  444,  330,74%,38.67754180525702,-105.94897257006104,"  284,135","  211,266",57 Early and Late Seasons (Includes PLOs),4.5,6.1,https://webmap.onxmaps.com/hunt/map#9.45/38.677541805257/-105.948972570061
57,2nd Rifle Seasons,58,17,75,104,73,261,NA,O,2,R,Included,Included,NA,  444,  330,74%,38.67754180525702,-105.94897257006104,"  284,135","  211,266",57 2nd Rifle Seasons,234.3,315.1,https://webmap.onxmaps.com/hunt/map#9.45/38.677541805257/-105.948972570061
57,3rd Rifle Seasons,54,13,67,140,48,452,NA,O,3,R,Included,Included,NA,  444,  330,74%,38.67754180525702,-105.94897257006104,"  284,135","  211,266",57 3rd Rifle Seasons,315.3,424.1,https://webmap.onxmaps.com/hunt/map#9.45/38.677541805257/-105.948972570061
57,All Archery Seasons,0,0,0,40,0,370,NA,NA,NA,A,NA,NA,NA,  444,  330,74%,38.67754180525702,-105.94897257006104,"  284,135","  211,266",57 All Archery Seasons,90.1,121.2,https://webmap.onxmaps.com/hunt/map#9.45/38.677541805257/-105.948972570061
57,All Whitetail Only Seasons,0,2,2,2,100,17,NA,NA,NA,NA,white tailed deer only,NA,NA,  444,  330,74%,38.67754180525702,-105.94897257006104,"  284,135","  211,266",57 All Whitetail Only Seasons,4.5,6.1,https://webmap.onxmaps.com/hunt/map#9.45/38.677541805257/-105.948972570061
57,All Whitetail Only Rifle Seasons,0,2,2,2,100,17,NA,NA,NA,R,white tailed deer only,NA,NA,  444,  330,74%,38.67754180525702,-105.94897257006104,"  284,135","  211,266",57 All Whitetail Only Rifle Seasons,4.5,6.1,https://webmap.onxmaps.com/hunt/map#9.45/38.677541805257/-105.948972570061
57,"All Damage, Auction/Raffle & Misc. Hunts",0,3,3,4,67,9,NA,NA,NA,NA,NA,NA,NA,  444,  330,74%,38.67754180525702,-105.94897257006104,"  284,135","  211,266","57 All Damage, Auction/Raffle & Misc. Hunts",9,12.1,https://webmap.onxmaps.com/hunt/map#9.45/38.677541805257/-105.948972570061
57,2nd season rifle Antlered (Does not include PLO),58,NA,58,85,69,NA,NA,O,86,R,NA,NA,NA,  444,  330,74%,38.67754180525702,-105.94897257006104,"  284,135","  211,266",57 2nd season rifle Antlered (Does not include PLO),191.5,257.5,https://webmap.onxmaps.com/hunt/map#9.45/38.677541805257/-105.948972570061
57,3rd season rifle Antlered (Does not include PLO),54,NA,54,121,45,NA,NA,O,216,R,NA,NA,NA,  444,  330,74%,38.67754180525702,-105.94897257006104,"  284,135","  211,266",57 3rd season rifle Antlered (Does not include PLO),272.5,366.6,https://webmap.onxmaps.com/hunt/map#9.45/38.677541805257/-105.948972570061
57,2nd season rifle Antlerless (Does not include PLO),NA,4,4,4,100,NA,FALSE,O,2,R,NA,NA,NA,  444,  330,74%,38.67754180525702,-105.94897257006104,"  284,135","  211,266",57 2nd season rifle Antlerless (Does not include PLO),9,12.1,https://webmap.onxmaps.com/hunt/map#9.45/38.677541805257/-105.948972570061
57,3rd season rifle Antlerless (Does not include PLO),NA,0,0,2,0,NA,FALSE,O,3,R,NA,NA,NA,  444,  330,74%,38.67754180525702,-105.94897257006104,"  284,135","  211,266",57 3rd season rifle Antlerless (Does not include PLO),4.5,6.1,https://webmap.onxmaps.com/hunt/map#9.45/38.677541805257/-105.948972570061
57,Either Sex Muzzleloader,0,0,0,12,0,66,NA,NA,NA,NA,NA,NA,NA,  444,  330,74%,38.67754180525702,-105.94897257006104,"  284,135","  211,266",57 Either Sex Muzzleloader,27,36.4,https://webmap.onxmaps.com/hunt/map#9.45/38.677541805257/-105.948972570061
57,Antlered Muzzleloader,0,NA,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,  444,  330,74%,38.67754180525702,-105.94897257006104,"  284,135","  211,266",57 Antlered Muzzleloader,22.5,30.3,https://webmap.onxmaps.com/hunt/map#9.45/38.677541805257/-105.948972570061
57,Antlerless Muzzleloader,NA,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,  444,  330,74%,38.67754180525702,-105.94897257006104,"  284,135","  211,266",57 Antlerless Muzzleloader,6.8,9.1,https://webmap.onxmaps.com/hunt/map#9.45/38.677541805257/-105.948972570061
58,All manners of take,212,16,228,495,46,2298,NA,NA,NA,NA,NA,NA,NA,"1,438",  673,47%,38.70213904844839,-105.67748537120043,"  920,615","  431,034",58 All manners of take,344.1,735,https://webmap.onxmaps.com/hunt/map#9.45/38.7021390484484/-105.6774853712
58,All Rifle,190,8,198,353,56,1427,NA,NA,NA,NA,NA,R,NA,"1,438",  673,47%,38.70213904844839,-105.67748537120043,"  920,615","  431,034",58 All Rifle,245.4,524.1,https://webmap.onxmaps.com/hunt/map#9.45/38.7021390484484/-105.6774853712
58,Early and Late Seasons (Includes PLOs),0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,"1,438",  673,47%,38.70213904844839,-105.67748537120043,"  920,615","  431,034",58 Early and Late Seasons (Includes PLOs),1.4,3,https://webmap.onxmaps.com/hunt/map#9.45/38.7021390484484/-105.6774853712
58,2nd Rifle Seasons,99,6,105,214,49,867,NA,O,2,R,Included,Included,NA,"1,438",  673,47%,38.70213904844839,-105.67748537120043,"  920,615","  431,034",58 2nd Rifle Seasons,148.8,317.7,https://webmap.onxmaps.com/hunt/map#9.45/38.7021390484484/-105.6774853712
58,3rd Rifle Seasons,90,2,93,137,68,558,NA,O,3,R,Included,Included,NA,"1,438",  673,47%,38.70213904844839,-105.67748537120043,"  920,615","  431,034",58 3rd Rifle Seasons,95.2,203.4,https://webmap.onxmaps.com/hunt/map#9.45/38.7021390484484/-105.6774853712
58,All Archery Seasons,7,2,9,96,9,650,NA,NA,NA,A,NA,NA,NA,"1,438",  673,47%,38.70213904844839,-105.67748537120043,"  920,615","  431,034",58 All Archery Seasons,66.7,142.5,https://webmap.onxmaps.com/hunt/map#9.45/38.7021390484484/-105.6774853712
58,All Whitetail Only Seasons,0,0,0,2,0,2,NA,NA,NA,NA,white tailed deer only,NA,NA,"1,438",  673,47%,38.70213904844839,-105.67748537120043,"  920,615","  431,034",58 All Whitetail Only Seasons,1.4,3,https://webmap.onxmaps.com/hunt/map#9.45/38.7021390484484/-105.6774853712
58,All Whitetail Only Rifle Seasons,0,0,0,2,0,2,NA,NA,NA,R,white tailed deer only,NA,NA,"1,438",  673,47%,38.70213904844839,-105.67748537120043,"  920,615","  431,034",58 All Whitetail Only Rifle Seasons,1.4,3,https://webmap.onxmaps.com/hunt/map#9.45/38.7021390484484/-105.6774853712
58,2nd season rifle Antlered (Does not include PLO),99,NA,99,208,48,NA,NA,O,87,R,NA,NA,NA,"1,438",  673,47%,38.70213904844839,-105.67748537120043,"  920,615","  431,034",58 2nd season rifle Antlered (Does not include PLO),144.6,308.8,https://webmap.onxmaps.com/hunt/map#9.45/38.7021390484484/-105.6774853712
58,3rd season rifle Antlered (Does not include PLO),90,NA,90,132,68,NA,NA,O,217,R,NA,NA,NA,"1,438",  673,47%,38.70213904844839,-105.67748537120043,"  920,615","  431,034",58 3rd season rifle Antlered (Does not include PLO),91.8,196,https://webmap.onxmaps.com/hunt/map#9.45/38.7021390484484/-105.6774853712
58,2nd season rifle Antlerless (Does not include PLO),NA,6,6,6,100,NA,FALSE,O,2,R,NA,NA,NA,"1,438",  673,47%,38.70213904844839,-105.67748537120043,"  920,615","  431,034",58 2nd season rifle Antlerless (Does not include PLO),4.2,8.9,https://webmap.onxmaps.com/hunt/map#9.45/38.7021390484484/-105.6774853712
58,3rd season rifle Antlerless (Does not include PLO),NA,2,2,5,50,NA,FALSE,O,3,R,NA,NA,NA,"1,438",  673,47%,38.70213904844839,-105.67748537120043,"  920,615","  431,034",58 3rd season rifle Antlerless (Does not include PLO),3.5,7.4,https://webmap.onxmaps.com/hunt/map#9.45/38.7021390484484/-105.6774853712
58,Either Sex Muzzleloader,16,6,21,46,46,221,NA,NA,NA,NA,NA,NA,NA,"1,438",  673,47%,38.70213904844839,-105.67748537120043,"  920,615","  431,034",58 Either Sex Muzzleloader,32,68.3,https://webmap.onxmaps.com/hunt/map#9.45/38.7021390484484/-105.6774853712
58,Antlered Muzzleloader,16,NA,16,38,41,NA,NA,NA,NA,NA,NA,NA,NA,"1,438",  673,47%,38.70213904844839,-105.67748537120043,"  920,615","  431,034",58 Antlered Muzzleloader,26.4,56.4,https://webmap.onxmaps.com/hunt/map#9.45/38.7021390484484/-105.6774853712
58,Antlerless Muzzleloader,NA,6,6,8,67,NA,NA,NA,NA,NA,NA,NA,NA,"1,438",  673,47%,38.70213904844839,-105.67748537120043,"  920,615","  431,034",58 Antlerless Muzzleloader,5.6,11.9,https://webmap.onxmaps.com/hunt/map#9.45/38.7021390484484/-105.6774853712
59,All manners of take,40,14,54,166,32,654,NA,NA,NA,NA,NA,NA,NA,"1,062",  359,34%,38.63553152685768,-104.93071633472243,"  679,587","  229,780",59 All manners of take,156.3,462.4,https://webmap.onxmaps.com/hunt/map#9.45/38.6355315268577/-104.930716334722
59,All Rifle,30,10,40,109,36,432,NA,NA,NA,NA,NA,R,NA,"1,062",  359,34%,38.63553152685768,-104.93071633472243,"  679,587","  229,780",59 All Rifle,102.7,303.6,https://webmap.onxmaps.com/hunt/map#9.45/38.6355315268577/-104.930716334722
59,Early and Late Seasons (Includes PLOs),0,0,0,32,0,131,NA,NA,NA,NA,NA,NA,NA,"1,062",  359,34%,38.63553152685768,-104.93071633472243,"  679,587","  229,780",59 Early and Late Seasons (Includes PLOs),30.1,89.1,https://webmap.onxmaps.com/hunt/map#9.45/38.6355315268577/-104.930716334722
59,2nd Rifle Seasons,18,0,18,40,45,191,NA,O,2,R,Included,Included,NA,"1,062",  359,34%,38.63553152685768,-104.93071633472243,"  679,587","  229,780",59 2nd Rifle Seasons,37.7,111.4,https://webmap.onxmaps.com/hunt/map#9.45/38.6355315268577/-104.930716334722
59,3rd Rifle Seasons,10,0,10,19,55,80,NA,O,3,R,Included,Included,NA,"1,062",  359,34%,38.63553152685768,-104.93071633472243,"  679,587","  229,780",59 3rd Rifle Seasons,17.9,52.9,https://webmap.onxmaps.com/hunt/map#9.45/38.6355315268577/-104.930716334722
59,All Archery Seasons,10,0,10,39,25,149,NA,NA,NA,A,NA,NA,NA,"1,062",  359,34%,38.63553152685768,-104.93071633472243,"  679,587","  229,780",59 All Archery Seasons,36.7,108.6,https://webmap.onxmaps.com/hunt/map#9.45/38.6355315268577/-104.930716334722
59,All Whitetail Only Seasons,0,0,0,32,0,131,NA,NA,NA,NA,white tailed deer only,NA,NA,"1,062",  359,34%,38.63553152685768,-104.93071633472243,"  679,587","  229,780",59 All Whitetail Only Seasons,30.1,89.1,https://webmap.onxmaps.com/hunt/map#9.45/38.6355315268577/-104.930716334722
59,All Whitetail Only Rifle Seasons,0,0,0,32,0,131,NA,NA,NA,R,white tailed deer only,NA,NA,"1,062",  359,34%,38.63553152685768,-104.93071633472243,"  679,587","  229,780",59 All Whitetail Only Rifle Seasons,30.1,89.1,https://webmap.onxmaps.com/hunt/map#9.45/38.6355315268577/-104.930716334722
59,"All Damage, Auction/Raffle & Misc. Hunts",1,10,11,18,61,29,NA,NA,NA,NA,NA,NA,NA,"1,062",  359,34%,38.63553152685768,-104.93071633472243,"  679,587","  229,780","59 All Damage, Auction/Raffle & Misc. Hunts",17,50.1,https://webmap.onxmaps.com/hunt/map#9.45/38.6355315268577/-104.930716334722
59,2nd season rifle Antlered (Does not include PLO),18,NA,18,40,45,NA,NA,O,89,R,NA,NA,NA,"1,062",  359,34%,38.63553152685768,-104.93071633472243,"  679,587","  229,780",59 2nd season rifle Antlered (Does not include PLO),37.7,111.4,https://webmap.onxmaps.com/hunt/map#9.45/38.6355315268577/-104.930716334722
59,3rd season rifle Antlered (Does not include PLO),10,NA,10,19,55,NA,NA,O,219,R,NA,NA,NA,"1,062",  359,34%,38.63553152685768,-104.93071633472243,"  679,587","  229,780",59 3rd season rifle Antlered (Does not include PLO),17.9,52.9,https://webmap.onxmaps.com/hunt/map#9.45/38.6355315268577/-104.930716334722
59,2nd season rifle Antlerless (Does not include PLO),NA,0,0,0,0,NA,FALSE,O,2,R,NA,NA,NA,"1,062",  359,34%,38.63553152685768,-104.93071633472243,"  679,587","  229,780",59 2nd season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/38.6355315268577/-104.930716334722
59,3rd season rifle Antlerless (Does not include PLO),NA,0,0,0,0,NA,FALSE,O,3,R,NA,NA,NA,"1,062",  359,34%,38.63553152685768,-104.93071633472243,"  679,587","  229,780",59 3rd season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/38.6355315268577/-104.930716334722
59,Either Sex Muzzleloader,0,4,4,18,23,73,NA,NA,NA,NA,NA,NA,NA,"1,062",  359,34%,38.63553152685768,-104.93071633472243,"  679,587","  229,780",59 Either Sex Muzzleloader,17,50.1,https://webmap.onxmaps.com/hunt/map#9.45/38.6355315268577/-104.930716334722
59,Antlered Muzzleloader,0,NA,0,14,0,NA,NA,NA,NA,NA,NA,NA,NA,"1,062",  359,34%,38.63553152685768,-104.93071633472243,"  679,587","  229,780",59 Antlered Muzzleloader,13.2,39,https://webmap.onxmaps.com/hunt/map#9.45/38.6355315268577/-104.930716334722
59,Antlerless Muzzleloader,NA,4,4,4,100,NA,NA,NA,NA,NA,NA,NA,NA,"1,062",  359,34%,38.63553152685768,-104.93071633472243,"  679,587","  229,780",59 Antlerless Muzzleloader,3.8,11.1,https://webmap.onxmaps.com/hunt/map#9.45/38.6355315268577/-104.930716334722
60,All manners of take,116,11,128,258,49,1306,NA,NA,NA,NA,NA,NA,NA,  388,  324,83%,38.49077774149176,-108.96862146303388,"  248,568","  207,519",60 All manners of take,664.3,795.7,https://webmap.onxmaps.com/hunt/map#9.45/38.4907777414918/-108.968621463034
60,All Rifle,103,11,115,210,55,915,NA,NA,NA,NA,NA,R,NA,  388,  324,83%,38.49077774149176,-108.96862146303388,"  248,568","  207,519",60 All Rifle,540.7,647.7,https://webmap.onxmaps.com/hunt/map#9.45/38.4907777414918/-108.968621463034
60,2nd Rifle Seasons,38,8,46,93,50,434,NA,O,2,R,Included,Included,NA,  388,  324,83%,38.49077774149176,-108.96862146303388,"  248,568","  207,519",60 2nd Rifle Seasons,239.5,286.8,https://webmap.onxmaps.com/hunt/map#9.45/38.4907777414918/-108.968621463034
60,3rd Rifle Seasons,56,3,59,105,56,445,NA,O,3,R,Included,Included,NA,  388,  324,83%,38.49077774149176,-108.96862146303388,"  248,568","  207,519",60 3rd Rifle Seasons,270.3,323.8,https://webmap.onxmaps.com/hunt/map#9.45/38.4907777414918/-108.968621463034
60,4th Rifle Seasons,9,0,9,12,79,36,NA,O,4,R,Included,Included,NA,  388,  324,83%,38.49077774149176,-108.96862146303388,"  248,568","  207,519",60 4th Rifle Seasons,30.9,37,https://webmap.onxmaps.com/hunt/map#9.45/38.4907777414918/-108.968621463034
60,All Archery Seasons,9,0,9,40,23,346,NA,NA,NA,A,NA,NA,NA,  388,  324,83%,38.49077774149176,-108.96862146303388,"  248,568","  207,519",60 All Archery Seasons,103,123.4,https://webmap.onxmaps.com/hunt/map#9.45/38.4907777414918/-108.968621463034
60,2nd season rifle Antlered (Does not include PLO),24,NA,24,59,40,NA,NA,O,90,R,NA,NA,NA,  388,  324,83%,38.49077774149176,-108.96862146303388,"  248,568","  207,519",60 2nd season rifle Antlered (Does not include PLO),151.9,182,https://webmap.onxmaps.com/hunt/map#9.45/38.4907777414918/-108.968621463034
60,3rd season rifle Antlered (Does not include PLO),35,NA,35,65,54,NA,NA,O,220,R,NA,NA,NA,  388,  324,83%,38.49077774149176,-108.96862146303388,"  248,568","  207,519",60 3rd season rifle Antlered (Does not include PLO),167.4,200.5,https://webmap.onxmaps.com/hunt/map#9.45/38.4907777414918/-108.968621463034
60,4th  season rifle Antlered (Does not include PLO),9,NA,9,12,79,NA,NA,O,327,R,NA,NA,NA,  388,  324,83%,38.49077774149176,-108.96862146303388,"  248,568","  207,519",60 4th  season rifle Antlered (Does not include PLO),30.9,37,https://webmap.onxmaps.com/hunt/map#9.45/38.4907777414918/-108.968621463034
60,2nd season rifle Antlerless (Does not include PLO),NA,0,0,0,0,NA,FALSE,O,2,R,NA,NA,NA,  388,  324,83%,38.49077774149176,-108.96862146303388,"  248,568","  207,519",60 2nd season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/38.4907777414918/-108.968621463034
60,3rd season rifle Antlerless (Does not include PLO),NA,0,0,0,0,NA,FALSE,O,3,R,NA,NA,NA,  388,  324,83%,38.49077774149176,-108.96862146303388,"  248,568","  207,519",60 3rd season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/38.4907777414918/-108.968621463034
60,4th  season rifle Antlerless (Does not include PLO),NA,0,0,0,0,NA,FALSE,O,4,R,NA,NA,NA,  388,  324,83%,38.49077774149176,-108.96862146303388,"  248,568","  207,519",60 4th  season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/38.4907777414918/-108.968621463034
60,Either Sex Muzzleloader,4,0,4,8,48,45,NA,NA,NA,NA,NA,NA,NA,  388,  324,83%,38.49077774149176,-108.96862146303388,"  248,568","  207,519",60 Either Sex Muzzleloader,20.6,24.7,https://webmap.onxmaps.com/hunt/map#9.45/38.4907777414918/-108.968621463034
60,Antlered Muzzleloader,4,NA,4,8,48,NA,NA,NA,NA,NA,NA,NA,NA,  388,  324,83%,38.49077774149176,-108.96862146303388,"  248,568","  207,519",60 Antlered Muzzleloader,20.6,24.7,https://webmap.onxmaps.com/hunt/map#9.45/38.4907777414918/-108.968621463034
60,Antlerless Muzzleloader,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,  388,  324,83%,38.49077774149176,-108.96862146303388,"  248,568","  207,519",60 Antlerless Muzzleloader,0,0,https://webmap.onxmaps.com/hunt/map#9.45/38.4907777414918/-108.968621463034
61,All manners of take,137,0,137,240,57,1286,NA,NA,NA,NA,NA,NA,NA,"1,503","1,279",85%,38.407368056951405,-108.51503628336452,"  962,052","  818,294",61 All manners of take,159.7,187.7,https://webmap.onxmaps.com/hunt/map#9.45/38.4073680569514/-108.515036283365
61,All Rifle,121,0,121,172,70,711,NA,NA,NA,NA,NA,R,NA,"1,503","1,279",85%,38.407368056951405,-108.51503628336452,"  962,052","  818,294",61 All Rifle,114.4,134.5,https://webmap.onxmaps.com/hunt/map#9.45/38.4073680569514/-108.515036283365
61,2nd Rifle Seasons,56,0,56,83,67,311,NA,O,2,R,Included,Included,NA,"1,503","1,279",85%,38.407368056951405,-108.51503628336452,"  962,052","  818,294",61 2nd Rifle Seasons,55.2,64.9,https://webmap.onxmaps.com/hunt/map#9.45/38.4073680569514/-108.515036283365
61,3rd Rifle Seasons,65,0,65,89,72,400,NA,O,3,R,Included,Included,NA,"1,503","1,279",85%,38.407368056951405,-108.51503628336452,"  962,052","  818,294",61 3rd Rifle Seasons,59.2,69.6,https://webmap.onxmaps.com/hunt/map#9.45/38.4073680569514/-108.515036283365
61,All Archery Seasons,9,0,9,49,18,457,NA,NA,NA,A,NA,NA,NA,"1,503","1,279",85%,38.407368056951405,-108.51503628336452,"  962,052","  818,294",61 All Archery Seasons,32.6,38.3,https://webmap.onxmaps.com/hunt/map#9.45/38.4073680569514/-108.515036283365
61,2nd season rifle Antlered (Does not include PLO),56,NA,56,83,67,NA,NA,O,91,R,NA,NA,NA,"1,503","1,279",85%,38.407368056951405,-108.51503628336452,"  962,052","  818,294",61 2nd season rifle Antlered (Does not include PLO),55.2,64.9,https://webmap.onxmaps.com/hunt/map#9.45/38.4073680569514/-108.515036283365
61,3rd season rifle Antlered (Does not include PLO),65,NA,65,89,72,NA,NA,O,221,R,NA,NA,NA,"1,503","1,279",85%,38.407368056951405,-108.51503628336452,"  962,052","  818,294",61 3rd season rifle Antlered (Does not include PLO),59.2,69.6,https://webmap.onxmaps.com/hunt/map#9.45/38.4073680569514/-108.515036283365
